NewUID,sample_id,replicate,ScientificName_WFO,lma,lma_ratio,leaf_dry_wgt_g,weight_dev,leaf_area_cm2,area_dev,suspected_bad,cv,flag_high_cv,confidence
725_45_cape_point,725_45_cape_point_c,3,Macrostylis villosa,0.465408805,21.46520324162713,0.148,0.35660067254214206,0.318,4.78547817204774,area,1.510612369769125,TRUE,both
729_8_htr,729_8_htr_BHR,1S,Euphorbia mauritanica,0.121640489,15.002327176697698,0.697,4.275089844426111,5.73,0.3486101375398679,weight,1.0642885657695613,TRUE,both
719_22_baviaanskloof,719_22_baviaanskloof_JAS,1,Pelargonium ovale,0.100371747,13.69449968090611,0.054,0.4694852833012202,0.538,3.2893847216230405,area,1.4010370159513506,TRUE,both
723_8_cape_point,723_8_cape_point_c,2,Pelargonium gibbosum,0.04375,13.152305501451561,0.42,3.691877704637668,9.6,0.0022559739403676363,weight,1.3897010769506746,TRUE,both
824_2_htr,824_2_htr_RDG,2,Monoculus monstrosus,0.062358491,10.587003086620708,0.661,3.6834072895010856,10.6,0.2824916953248764,weight,1.3192333294363554,TRUE,both
811_10_cape_point,811_10_cape_point_c,2,Cliffortia atrata,0.200716846,9.754392236583108,0.056,0.39231742277876036,0.279,3.6956586200092927,area,1.2900793892673028,TRUE,both
813_7_htr,813_7_htr_MAL,2,Hermannia cuneifolia,0.113924051,9.478771078428965,0.09,0.04064198449734608,0.79,3.229548984128731,area,1.2795450375327673,TRUE,both
729_8_htr,729_8_htr_BHR,2S,Euphorbia mauritanica,0.072905526,8.991681659889089,0.409,3.506032031499436,5.61,0.31807576939175597,weight,1.0642885657695613,TRUE,both
818_47_htr,818_47_htr_EPO,3,Stipagrostis zeyheri,0.316981132,6.492843354619656,0.168,0.31848901092059134,0.53,3.023623604525899,area,1.120272865581258,TRUE,both
729_8_htr,729_8_htr_BHR,3S,Euphorbia mauritanica,0.050585938,6.238932436519099,0.259,2.8468832862442417,5.12,0.18621880878296293,weight,1.0642885657695613,TRUE,both
729_11_cederberg,729_11_cederberg_DEB,1,Protea glabra,0.33826087,5.7972012560181945,0.778,0.674367936349219,2.3,1.8883726687341675,area,1.1308095776736307,TRUE,both
814_8_cape_point,814_8_cape_point_a,4,Searsia lucens,0.090909091,4.538364150228992,0.24,0.37941358954812243,2.64,1.857227038987659,area,0.9322358977682998,TRUE,both
812_29_cape_point,812_29_cape_point_a,1,Erica hirtiflora,0.052555911,4.268176957636428,0.329,3.3619437737352413,6.26,1.2239296564748456,weight,0.8495490227920253,TRUE,both
706_14_langeberg,706_14_langeberg_EFG,2,Syncarpha gnaphaloides,0.044736842,3.93512773399192,0.085,0.26983958373890815,1.9,1.6553518286125541,area,0.8242854545762207,TRUE,both
703_15_langeberg,703_15_langeberg_EFG,5,Ficinia acuminata,0.05106383,3.490537224887892,0.144,0.6463630453852993,2.82,1.1913655257158235,area,0.8039746082763475,TRUE,both
725_25_cape_point,725_25_cape_point_c,2,Pentameris scabra,0.066666667,3.0769230449704144,0.011,0.24100809950379493,0.165,1.8624964762500649,area,0.7204484131300792,TRUE,both
729_2_htr,729_2_htr_MAL,2,Eriocephalus decussatus,0.025938567,3.0700005905994323,0.076,0.6185708933639757,2.93,1.1627951501958358,area,0.7600411692342451,TRUE,both
731_17_htr,731_17_htr_HKM,2,Pentameris rupestris,0.050591017,3.0463464689104285,0.214,0.9601072728764871,4.23,0.6494388022502433,weight,0.7181415209383397,TRUE,both
625_11_hangklip,625_11_hangklip_ET,10,Gnidia oppositifolia,0.019117647,3.022977775058028,0.208,2.1154772174199357,10.88,0.4079827417448937,weight,0.5740993897275797,TRUE,both
812_28_cape_point,812_28_cape_point_a,3,Watsonia meriana,0.066768293,2.7367236510245068,0.219,2.458832617158529,3.28,3.9112823647256767,area,0.5978124922211905,TRUE,both
731_5_cederberg,731_5_cederberg_SM,1c,Ficinia brevifolia,0.092861163,2.689287375572784,1.9798,1.8174829881434833,21.32,0.7226013680652509,weight,0.5844674900885654,TRUE,both
625_11_hangklip,625_11_hangklip_ET,2,Gnidia oppositifolia,0.016585366,2.6225608627046553,0.136,1.5025003405291832,8.2,0.06030051026781441,weight,0.5740993897275797,TRUE,both
620_9_hangklip,620_9_hangklip_HKM,3,Carpobrotus acinaciformis,0.276086957,2.621370333145765,4.191,2.1001259139359045,15.18,0.871857904459603,weight,0.674630319475865,TRUE,both
730_16_htr,730_16_htr_RDG,3,Polygala ephedroides,0.100552486,2.5665118127964415,0.182,2,1.81,0.6233289405182059,weight,0.5956314920106287,TRUE,both
731_7_cederberg,731_7_cederberg_SM,2,Secamone alpini,0.050123457,2.5592448052624084,0.3248,0.40912722865778944,6.48,0.8817371183801802,area,0.5560656244229171,TRUE,both
807_25_htr,807_25_htr_HKM,3,Schismus schismoides,0.05,2.5573314716642175,0.039,0.21931302840447595,0.78,1.1408625358398496,area,0.5929787346052862,TRUE,both
723_17_cederberg,723_17_cederberg_JS,3,Restio gaudichaudianus,0.123934934,2.526433235880386,1.6,1.934772377224381,12.91,0.5768832759405522,weight,0.5150741895459231,TRUE,both
721_10_baviaanskloof,721_10_baviaanskloof_HK,1,Crassula biplanata,0.031794872,2.464999750552961,0.062,0.6504155622097723,1.95,0.6734404563809919,area,0.5782261557809573,TRUE,both
620_46_hangklip,620_46_hangklip_CM,4,Pterocelastrus tricuspidatus,0.061780105,2.4416283649547648,0.472,1.324222336093177,7.64,0.031499058950281225,weight,0.5822743588924366,TRUE,both
628_14_hangklip,628_14_hangklip_HKM,2,Ficinia oligantha,0.05,2.426882166036988,0.06,0.40599235967583697,1.2,1.7004397181410922,area,0.5016799272116547,TRUE,both
824_7_cape_point,824_7_cape_point_a,1,Ficinia stolonifera,0.056862745,2.4166666383333335,0.029,0.31194400631474,0.51,1.5849625007211563,area,0.5863812263141372,TRUE,both
625_11_hangklip,625_11_hangklip_ET,9,Gnidia oppositifolia,0.015239887,2.4098070068662616,0.162,1.7548875021634684,10.63,0.3744457820256589,weight,0.5740993897275797,TRUE,both
625_11_hangklip,625_11_hangklip_ET,7,Gnidia oppositifolia,0.014989733,2.370251407668208,0.146,1.604862058158861,9.74,0.24829786257689632,weight,0.5740993897275797,TRUE,both
825_1_htr,825_1_htr_NRS,3,Pteronia empetrifolia,0.03747549,2.3614627178275156,0.1529,0.5833122243280855,4.08,0.6528801131181869,area,0.5522414729035522,TRUE,both
824_19_htr,824_19_htr_RDG,1,Selago articulata,0.056781857,2.3569201382609313,0.2629,2.1779040732135173,4.63,0.8690264462568957,weight,0.5539149471083766,TRUE,both
625_11_hangklip,625_11_hangklip_ET,8,Gnidia oppositifolia,0.014853801,2.3487571612832223,0.127,1.4037221860510098,8.55,0.06030051026781452,weight,0.5740993897275797,TRUE,both
705_17_langeberg,705_17_langeberg_CM,4C,Tetraria fimbriolata,0.057575758,2.348484868879585,0.152,0.6040713236688606,2.64,0.2909962353354715,weight,0.4784580171860371,TRUE,both
730_14_cederberg,730_14_cederberg_JS,5c,Schoenus compar,0.060677083,2.332521588586609,0.466,1.1568270125733977,7.68,0.1840830644389719,weight,0.410988907358844,TRUE,both
627_9_hangklip,627_9_hangklip_CM,8,Grubbia tomentosa,0.063660477,2.319060266700861,0.24,0.6122698467168914,3.77,0.4359327235901936,weight,0.47642066954006773,TRUE,both
705_17_langeberg,705_17_langeberg_CM,3C,Tetraria fimbriolata,0.05621118,2.2928244503852953,0.181,0.8559896973084805,3.22,0.004473476579307813,weight,0.4784580171860371,TRUE,both
620_11_hangklip,620_11_hangklip_HKM,1,Aspalathus forbesii,0.025131441,2.25380789187508,0.239,1.0935118859231445,9.51,0.06675304356964842,weight,0.4359229226389218,TRUE,both
703_28_baviaanskloof,703_28_baviaanskloof_JL,2,Pelargonium peltatum,0.008571429,2.241877914919878,0.171,0.21328137063669445,19.95,0.7935491225325735,area,0.5330792361590263,TRUE,both
727_7_cape_point,727_7_cape_point_b,2,Ficinia deusta,0.056221198,2.229850928003963,0.122,1.663950796867985,2.17,0.5569800881952756,weight,0.5136358909772052,TRUE,both
620_9_hangklip,620_9_hangklip_HKM,2,Carpobrotus acinaciformis,0.234725849,2.2286578970518063,1.798,0.8792244133197328,7.66,0.30449579141443817,weight,0.674630319475865,TRUE,both
726_5_baviaanskloof,726_5_baviaanskloof_ASH,2,Othonna carnosa,0.021296296,2.2166935647977803,0.069,0.9587773372734869,3.24,0.17781938524918697,weight,0.5058126970230948,TRUE,both
627_16_hangklip,627_16_hangklip_CC,2,Platylophus trifoliatus,0.011731001,2.2052204562330227,0.389,0.5384807123163579,33.16,1.6794036947910254,area,0.5317696982557619,TRUE,both
709_18_baviaanskloof,709_18_baviaanskloof_TEM,3,Cissampelos capensis,0.008811881,2.1880349966174637,0.089,1.0163018123291006,10.1,0.061519573998057533,weight,0.49885474563764076,TRUE,both
819_12_cape_point,819_12_cape_point_c,3,Ficinia capitella,0.084090909,2.1837240771752313,0.037,0.5979015564286544,0.44,1.9112557881699204,area,0.5308977392192286,TRUE,both
706_13_langeberg,706_13_langeberg_EFG,3,Elegia galpinii,0.244976077,2.183661251151147,5.12,0.395261465540079,20.9,0.7312248243891013,area,0.4538295151881025,TRUE,both
815_18_htr,815_18_htr_BHR,1,Hermannia cuneifolia,0.045631068,2.170740309064227,0.141,1.332196430341189,3.09,0.2053738374466022,weight,0.4882014859227593,TRUE,both
724_4_cederberg,724_4_cederberg_SM,4,Ficinia bulbosa,0.036792453,2.17013112463042,0.546,2.553598329811821,14.84,0.7506405310632828,weight,0.44258283581444674,TRUE,both
710_26_baviaanskloof,710_26_baviaanskloof_HK,3,Ehrharta ramosa,0.048780488,2.169812845283639,0.74,1.4333493775557853,15.17,0.33458444307095686,weight,0.4923613482088657,TRUE,both
627_9_hangklip,627_9_hangklip_CM,2,Grubbia tomentosa,0.059405941,2.1640735959153368,0.18,0.19723234743804766,3.03,0.751179453385907,area,0.47642066954006773,TRUE,both
704_10_langeberg,704_10_langeberg_TEM,2,Lobelia coronopifolia,0.012617702,2.1573104211000813,0.067,1.0660891904577725,5.31,0.2557709793352536,weight,0.46174895578551145,TRUE,both
703_3_langeberg,703_3_langeberg_EFG,4,Leucadendron spissifolium,0.051906158,2.15568826116566,0.177,0.2387868595871162,3.41,0.782359369004336,area,0.38910429950024106,TRUE,both
731_10_htr,731_10_htr_HKM,1,Othonna auriculifolia,0.041397849,2.1476131191429273,0.077,0.08687745067996676,1.86,1.0154300405696057,area,0.4794328246973606,TRUE,both
808_21_htr,808_21_htr_EPO,2,Aptosimum spinescens,0.040740741,2.146826113119501,0.055,0.5334322000810742,1.35,0.7078192485066896,area,0.524966815942436,TRUE,both
816_21_cape_point,816_21_cape_point_c,2,Erica axillaris,0.026603325,2.145539480895956,0.112,0.24511249783653138,4.21,0.7550144161763844,area,0.5172544120842582,TRUE,both
821_14_htr,821_14_htr_RDG,1,Septulina glauca,0.092395833,2.1346864945012882,0.6209,0.32766122442379364,6.72,0.7675539139996291,area,0.475608233820682,TRUE,both
729_8_cape_point,729_8_cape_point_b,1,Aspalathus abietina,0.043571429,2.1320746333766634,0.061,0.26893500727347824,1.4,1.3625700793847084,area,0.4786120123313205,TRUE,both
705_17_langeberg,705_17_langeberg_CM,2C,Tetraria fimbriolata,0.05218509,2.1286023580639504,0.203,1.0214797274104515,3.89,0.27270946687157493,weight,0.4784580171860371,TRUE,both
825_11_htr,825_11_htr_NRS,3,Stipagrostis ciliata,0.064043062,2.114917064309195,0.2677,0.7579558835035967,4.18,0.4385730137396331,weight,0.51321761600992,TRUE,both
815_15_htr,815_15_htr_BHR,1,Festuca scabra,0.040316206,2.109339466619648,0.102,0.37742320747906605,2.53,1.4682175371380188,area,0.470282063521863,TRUE,both
627_9_hangklip,627_9_hangklip_CM,4,Grubbia tomentosa,0.057630979,2.0994142649916325,0.253,0.6883728258026832,4.39,0.21627630732349967,weight,0.47642066954006773,TRUE,both
724_4_cederberg,724_4_cederberg_SM,1,Ficinia bulbosa,0.0355494,2.096812066375043,0.385,2.0495558244742322,10.83,0.2961826820508065,weight,0.44258283581444674,TRUE,both
802_1_cederberg,802_1_cederberg_JL,4,Asparagus retrofractus,0.024857406,2.0900079417659323,0.2702,1.7273866173541887,10.87,0.6682837101414112,weight,0.3850690475060338,TRUE,both
724_4_cederberg,724_4_cederberg_SM,6,Ficinia bulbosa,0.035416667,2.088983069092215,0.34,1.8702321250296705,9.6,0.12225575005099779,weight,0.44258283581444674,TRUE,both
621_9_hangklip,621_9_hangklip_CC,2,Lobelia capillifolia,0.044919786,2.0885438476921676,0.168,0.8687554667217475,3.74,0.04556257738044375,weight,0.41328757189719506,TRUE,both
813_8_htr,813_8_htr_MAL,1,Asparagus capensis,0.01572327,2.0879444690407096,0.075,0.4606343657189543,4.77,0.478279933270663,area,0.731611120881466,TRUE,both
730_14_cederberg,730_14_cederberg_JS,4c,Schoenus compar,0.053994083,2.0756166583261297,0.365,0.8043935216864969,6.76,0.06672611380081316,weight,0.410988907358844,TRUE,both
724_4_cederberg,724_4_cederberg_SM,2,Ficinia bulbosa,0.035076923,2.0689439314786826,0.456,2.2937312030567103,13,0.5596610623582963,weight,0.44258283581444674,TRUE,both
622_34_hangklip,622_34_hangklip_TEM,4,Leucadendron microcephalum,0.028803545,2.0598581904971267,0.195,0.8999711816687279,6.77,0.18757502634003756,weight,0.4345966647941806,TRUE,both
705_17_langeberg,705_17_langeberg_CM,1C,Tetraria fimbriolata,0.050442478,2.0575221316546344,0.114,0.18903382439001687,2.26,0.5152113922787372,area,0.4784580171860371,TRUE,both
620_16_hangklip,620_16_hangklip_HKM,4,Salvia aurea,0.012,2.055171947245449,0.081,0.6394102847435326,6.75,0.7997013495141687,area,0.4716796826769816,TRUE,both
725_28_cape_point,725_28_cape_point_c,4,Erica corifolia,0.044444444,2.0427350388067063,0.12,0.20645087746742652,2.7,0.8240512109299177,area,0.4598616357877234,TRUE,both
627_5_hangklip,627_5_hangklip_CM,3,Restio perplexus,0.044294004,2.040648071327679,0.229,0.9263144518669825,5.17,0.08269468417360101,weight,0.48661078820626164,TRUE,both
709_4_baviaanskloof,709_4_baviaanskloof_TEM,1,Portulacaria afra,0.039552239,2.031060943579037,0.106,1.5184670889342495,2.68,0.4962335821268248,weight,0.4810660020319228,TRUE,both
719_38_baviaanskloof,719_38_baviaanskloof_JAS,3,Themeda triandra,0.031065089,2.030977001417005,0.105,0.18286405714981044,3.38,0.8327402404775177,area,0.44942265720426816,TRUE,both
627_9_hangklip,627_9_hangklip_CM,7,Grubbia tomentosa,0.055603448,2.0255542060793457,0.129,0.4806258409064206,2.32,1.136372441731286,area,0.47642066954006773,TRUE,both
818_53_htr,818_53_htr_EPO,3,Pentameris pallida,0.003470032,2.0087167081431003,0.011,0.289506617194985,3.17,0.6516629019286738,area,0.44890446460076255,TRUE,both
820_13_htr,820_13_htr_MAL,1,Arctotheca calendula,0.010444079,2.007582584372037,0.127,0.47074693186513145,12.16,1.4379162979824973,area,0.4369593265427804,TRUE,both
723_27_cape_point,723_27_cape_point_a,2,Erica plukenetii,0.047311828,2.0066740647631467,0.044,0.6014506235097251,0.93,0.4033556942312085,weight,0.4734973211635572,TRUE,both
629_6_hangklip,629_6_hangklip_EFG,3,Kiggelaria africana,0.008052588,0.4999601867784901,0.098,1.8115549105868898,12.17,0.756160203850209,weight,0.39798613258634274,TRUE,both
723_27_cape_point,723_27_cape_point_a,1,Erica plukenetii,0.023577236,0.49833703318333,0.029,0.601450623509725,1.23,0.40335569423120843,weight,0.4734973211635572,TRUE,both
729_3_htr,729_3_htr_BHR,2,Massonia depressa,0.00487658,0.49245003125413395,0.162,0.3183614798671701,33.22,0.39120499624987515,area,0.36738693301764386,TRUE,both
709_4_baviaanskloof,709_4_baviaanskloof_TEM,2,Portulacaria afra,0.019473684,0.4923535175846809,0.037,1.5184670889342495,1.9,0.4962335821268247,weight,0.4810660020319228,TRUE,both
806_22_htr,806_22_htr_EPO,5,Cephalophyllum framesii,0.056428571,0.4877968557407264,0.079,0.8459663713275793,1.4,0.19264507794239608,weight,0.4423866054703691,TRUE,both
705_17_langeberg,705_17_langeberg_CM,3L,Tetraria fimbriolata,0.023013699,0.48775301935974996,0.084,0.44057259138598126,3.65,0.18083577565276243,weight,0.4784580171860371,TRUE,both
725_41_cape_point,725_41_cape_point_c,2,Struthiola ciliata,0.014649682,0.48739700395715074,0.023,0.23815973719476458,1.57,1.2210147083166862,area,0.4537120111057016,TRUE,both
